area_type,availability,bath,balcony,price,site_location,bhk,new_total_sqft,price_per_sqft
Built-up  Area,Ready To Move,2.0,3.0,65.0,Sadashiv Peth,2,1220.0,5327.868852459016
Super built-up  Area,Ready To Move,2.0,2.0,56.0,Sadashiv Peth,2,1009.0,5550.049554013875
Super built-up  Area,19-Dec,1.0,0.0,42.535,Sadashiv Peth,1,827.5,5140.181268882176
Super built-up  Area,Ready To Move,4.0,2.0,120.0,Sadashiv Peth,3,1930.0,6217.616580310881
Super built-up  Area,Ready To Move,3.0,2.0,88.0,Sadashiv Peth,3,1636.0,5378.973105134474
Super built-up  Area,18-Aug,1.0,1.0,16.45,Sadashiv Peth,1,645.0,2550.3875968992247
Super built-up  Area,18-Apr,2.0,2.0,68.0,Sadashiv Peth,2,1313.0,5178.979436405179
Built-up  Area,Ready To Move,8.0,3.0,215.0,Sadashiv Peth,8,6000.0,3583.3333333333335
Super built-up  Area,Ready To Move,3.0,2.0,140.0,Sahakar Nagar,3,2089.0,6701.771182383915
Super built-up  Area,18-Apr,2.0,1.0,46.96,Sahakar Nagar,2,950.0,4943.1578947368425
Super built-up  Area,Ready To Move,2.0,1.0,60.0,Sahakar Nagar,2,1128.0,5319.148936170212
Super built-up  Area,Ready To Move,2.0,3.0,52.0,Sahakar Nagar,2,1150.0,4521.739130434783
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Sahakar Nagar,2,1420.0,5281.69014084507
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Sahakar Nagar,2,1339.0,4107.542942494399
Built-up  Area,Ready To Move,2.0,0.0,39.0,Sahakar Nagar,2,820.0,4756.09756097561
Super built-up  Area,Ready To Move,2.0,1.0,51.0,Sahakar Nagar,2,1010.0,5049.504950495049
Built-up  Area,Ready To Move,2.0,1.0,40.0,Sahakar Nagar,2,980.0,4081.6326530612246
Super built-up  Area,18-Dec,2.0,1.0,25.4,Sahakar Nagar,2,850.0,2988.235294117647
Super built-up  Area,18-Feb,2.0,3.0,39.0,Sahakar Nagar,2,950.0,4105.263157894737
Super built-up  Area,Ready To Move,2.0,1.0,77.0,Sahakar Nagar,2,1050.0,7333.333333333333
Super built-up  Area,19-Dec,2.0,1.0,90.0,Sahakar Nagar,2,1485.0,6060.606060606061
Built-up  Area,Ready To Move,2.0,0.0,34.0,Sahakar Nagar,2,830.0,4096.385542168675
Super built-up  Area,Ready To Move,4.0,3.0,350.0,Sahakar Nagar,4,3500.0,10000.0
Super built-up  Area,Ready To Move,2.0,3.0,110.0,Sahakar Nagar,2,1452.55,7572.889057175313
Super built-up  Area,18-Jul,2.0,1.0,75.97,Sahakar Nagar,2,1447.0,5250.172771250864
Super built-up  Area,Ready To Move,2.0,2.0,105.0,Sahakar Nagar,2,1036.0,10135.135135135135
Built-up  Area,Ready To Move,2.0,2.0,32.0,Sahakar Nagar,2,960.0,3333.3333333333335
Super built-up  Area,Ready To Move,2.0,1.0,80.91,Sahakar Nagar,3,1515.0,5340.59405940594
Super built-up  Area,Ready To Move,2.0,1.0,41.75,Sahakar Nagar,2,1160.0,3599.137931034483
Built-up  Area,Ready To Move,3.0,2.0,300.0,Sahakar Nagar,3,3900.0,7692.307692307692
Super built-up  Area,Ready To Move,1.0,1.0,36.85,Sahakar Nagar,1,673.0,5475.482912332838
Plot  Area,Ready To Move,2.0,1.0,98.0,Sahakar Nagar,3,1200.0,8166.666666666667
Super built-up  Area,Ready To Move,1.0,1.0,25.0,Sahakar Nagar,2,620.0,4032.2580645161293
Super built-up  Area,Ready To Move,2.0,2.0,40.0,Sahakar Nagar,2,1150.0,3478.2608695652175
Super built-up  Area,Ready To Move,2.0,1.0,48.5,Sahakar Nagar,2,1000.0,4850.0
Super built-up  Area,20-Jan,2.0,1.0,65.0,Sahakar Nagar,2,1007.0,6454.816285998014
Plot  Area,Ready To Move,4.0,2.0,285.0,Sahakar Nagar,4,3004.0,9487.350199733688
Built-up  Area,Ready To Move,1.0,0.0,35.0,Sahakar Nagar,1,440.0,7954.545454545455
Built-up  Area,Ready To Move,2.0,2.0,30.0,Sahakar Nagar,2,1500.0,2000.0
Super built-up  Area,Ready To Move,3.0,3.0,140.0,Sahakar Nagar,3,1730.0,8092.485549132948
Super built-up  Area,Ready To Move,2.0,2.0,37.0,Sahakar Nagar,2,830.0,4457.831325301205
Super built-up  Area,Ready To Move,2.0,1.0,80.99,Sahakar Nagar,3,1350.0,5999.259259259258
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Sahakar Nagar,2,1265.0,6166.00790513834
Super built-up  Area,19-Dec,2.0,2.0,67.0,Sahakar Nagar,2,1335.0,5018.7265917603
Super built-up  Area,Ready To Move,2.0,1.0,65.4,Sahakar Nagar,2,1246.0,5248.796147672553
Plot  Area,Ready To Move,2.0,0.0,55.0,Sahakar Nagar,2,900.0,6111.111111111111
Super built-up  Area,18-Jan,2.0,0.0,44.285,Sahakar Nagar,2,1302.5,3400.0
Plot  Area,Ready To Move,1.0,0.0,65.0,Sahakar Nagar,2,1200.0,5416.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Sahakar Nagar,3,2159.0,5094.951366373321
Built-up  Area,Ready To Move,2.0,1.0,62.8,Sahakar Nagar,2,1256.0,5000.0
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Sahakar Nagar,2,1205.0,5809.128630705394
Super built-up  Area,Ready To Move,4.0,2.0,150.0,Sahakar Nagar,3,1830.0,8196.72131147541
Built-up  Area,Ready To Move,2.0,1.0,78.65,Sahakar Nagar,3,1430.0,5500.000000000001
Super built-up  Area,Ready To Move,2.0,0.0,115.0,Sahakar Nagar,3,1716.0,6701.631701631702
Super built-up  Area,Ready To Move,2.0,1.0,74.0,Sahakar Nagar,2,1210.0,6115.702479338843
Super built-up  Area,Ready To Move,2.0,3.0,64.5,Sahakar Nagar,2,1136.0,5677.816901408451
Super built-up  Area,Ready To Move,2.0,0.0,55.0,Sahakar Nagar,2,1194.0,4606.365159128978
Super built-up  Area,19-Feb,2.0,0.0,25.29,Sahakar Nagar,2,778.0,3250.642673521851
Plot  Area,Ready To Move,4.0,2.0,550.0,Sahakar Nagar,4,6136.0,8963.49413298566
Super built-up  Area,Ready To Move,2.0,2.0,102.0,Sahakar Nagar,2,1350.0,7555.555555555556
Plot  Area,Ready To Move,6.0,3.0,175.0,Sahakar Nagar,5,1950.0,8974.358974358975
Built-up  Area,Ready To Move,2.0,3.0,45.0,Sahakar Nagar,2,1080.0,4166.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Sahakar Nagar,2,1200.0,6250.0
Super built-up  Area,Ready To Move,2.0,2.0,45.0,Sahakar Nagar,2,1200.0,3750.0
Super built-up  Area,Ready To Move,2.0,2.0,40.54,Sahakar Nagar,2,1196.0,3389.632107023411
Super built-up  Area,Ready To Move,2.0,2.0,52.5,Sahakar Nagar,2,1050.0,5000.0
Built-up  Area,Ready To Move,1.0,0.0,45.0,Sahakar Nagar,1,600.0,7500.0
Built-up  Area,Ready To Move,2.0,1.0,38.25,Sahakar Nagar,2,812.0,4710.591133004926
Super built-up  Area,Ready To Move,2.0,1.0,47.0,Sahakar Nagar,2,1125.0,4177.777777777777
Super built-up  Area,Ready To Move,2.0,2.0,35.0,Sahakar Nagar,2,1030.0,3398.0582524271845
Plot  Area,Ready To Move,2.0,0.0,105.0,Sahakar Nagar,3,1350.0,7777.777777777777
Super built-up  Area,18-Mar,2.0,1.0,72.5,Sahakar Nagar,2,1216.0,5962.171052631579
Super built-up  Area,18-Dec,2.0,1.0,100.0,Sahakar Nagar,3,1346.0,7429.420505200595
Built-up  Area,Ready To Move,2.0,1.0,65.0,Sahakar Nagar,2,1198.0,5425.709515859767
Super built-up  Area,18-Jul,2.0,2.0,60.0,Sahakar Nagar,2,1314.0,4566.2100456621
Super built-up  Area,Ready To Move,2.0,1.0,27.0,Sahakar Nagar,2,890.0,3033.7078651685392
Plot  Area,Ready To Move,2.0,0.0,55.0,Sahakar Nagar,2,900.0,6111.111111111111
Super built-up  Area,Ready To Move,3.0,2.0,102.0,Sahakar Nagar,3,1935.0,5271.3178294573645
Super built-up  Area,Ready To Move,2.0,1.0,69.0,Sahakar Nagar,2,1246.0,5537.720706260032
Super built-up  Area,Ready To Move,2.0,2.0,69.23,Sahakar Nagar,2,1300.0,5325.384615384615
Super built-up  Area,Ready To Move,2.0,2.0,76.0,Sahakar Nagar,2,1276.0,5956.112852664577
Built-up  Area,Ready To Move,4.0,3.0,230.0,Sahakar Nagar,4,3092.0,7438.551099611902
Super built-up  Area,Ready To Move,3.0,2.0,129.0,Sahakar Nagar,3,1904.0,6775.210084033613
Built-up  Area,Ready To Move,2.0,1.0,46.25,Sahakar Nagar,2,925.0,5000.0
Super built-up  Area,18-Apr,2.0,2.0,33.84,Sahakar Nagar,2,1140.0,2968.421052631579
Super built-up  Area,Ready To Move,4.0,3.0,170.0,Sahakar Nagar,4,2439.0,6970.069700697007
Built-up  Area,Ready To Move,2.0,1.0,62.0,Sahakar Nagar,2,1250.0,4960.0
Super built-up  Area,19-Jan,1.0,1.0,20.0,Sahakar Nagar,1,509.0,3929.2730844793714
Super built-up  Area,Ready To Move,2.0,1.0,77.0,Sahakar Nagar,2,1197.0,6432.748538011696
Super built-up  Area,Ready To Move,2.0,3.0,102.0,Sahakar Nagar,3,1470.0,6938.775510204082
Super built-up  Area,Ready To Move,2.0,1.0,53.7,Sahakar Nagar,2,1075.0,4995.3488372093025
Built-up  Area,Ready To Move,2.0,1.0,70.0,Sahakar Nagar,2,1175.0,5957.446808510638
Super built-up  Area,Ready To Move,2.0,2.0,72.0,Sahakar Nagar,3,1100.0,6545.454545454545
Built-up  Area,Ready To Move,2.0,1.0,46.0,Sahakar Nagar,2,1110.0,4144.144144144144
Super built-up  Area,Ready To Move,2.0,1.0,50.0,Sahakar Nagar,2,1115.0,4484.304932735426
Super built-up  Area,Ready To Move,3.0,2.0,155.0,Sahakar Nagar,3,1804.0,8592.017738359202
Super built-up  Area,Ready To Move,2.0,2.0,34.5,Sahakar Nagar,2,893.0,3863.3818589025755
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Sahakar Nagar,2,900.0,4444.444444444444
Super built-up  Area,Ready To Move,3.0,2.0,85.0,Sahakar Nagar,3,1653.0,5142.165759225651
Super built-up  Area,Ready To Move,2.0,3.0,74.0,Sahakar Nagar,2,1315.0,5627.376425855513
Super built-up  Area,20-Dec,2.0,2.0,36.0,Sahakar Nagar,2,700.0,5142.857142857143
Super built-up  Area,22-May,3.0,2.0,183.0,Sahakar Nagar,3,1932.47,9469.7459727706
Super built-up  Area,Ready To Move,2.0,2.0,50.0,Sahakar Nagar,2,1100.0,4545.454545454545
Super built-up  Area,Ready To Move,3.0,2.0,190.0,Sahakar Nagar,3,2100.0,9047.619047619048
Super built-up  Area,Ready To Move,2.0,2.0,39.0,Sahakar Nagar,2,1140.0,3421.0526315789475
Super built-up  Area,Ready To Move,1.0,1.0,11.0,Salunke Vihar,1,450.0,2444.4444444444443
Built-up  Area,Ready To Move,1.0,1.0,18.5,Salunke Vihar,1,500.0,3700.0
Super built-up  Area,Ready To Move,9.0,3.0,360.0,Salunke Vihar,11,5000.0,7200.0
Super built-up  Area,Ready To Move,3.0,1.0,150.0,Salunke Vihar,3,1500.0,10000.0
Plot  Area,Ready To Move,1.0,1.0,60.0,Salunke Vihar,1,600.0,10000.0
Plot  Area,Ready To Move,4.0,3.0,187.0,Salunke Vihar,5,1800.0,10388.888888888889
Super built-up  Area,Ready To Move,2.0,1.0,68.75,Salunke Vihar,3,1250.0,5500.0
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Salunke Vihar,2,1192.0,6291.946308724832
Plot  Area,Ready To Move,4.0,3.0,400.0,Salunke Vihar,4,5000.0,8000.0
Super built-up  Area,Ready To Move,2.0,1.0,56.1,Salunke Vihar,2,1070.0,5242.990654205608
Plot  Area,Ready To Move,2.0,0.0,70.0,Salunke Vihar,2,1200.0,5833.333333333333
Super built-up  Area,18-Dec,2.0,1.0,60.0,Salunke Vihar,2,1109.0,5410.279531109108
Built-up  Area,Ready To Move,2.0,1.0,36.5,Salunke Vihar,2,600.0,6083.333333333333
Built-up  Area,Ready To Move,3.0,2.0,151.0,Salunke Vihar,3,2357.0,6406.448875689436
Super built-up  Area,Ready To Move,3.0,1.0,86.03,Salunke Vihar,3,1229.0,7000.0
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Salunke Vihar,2,1100.0,6363.636363636364
Super built-up  Area,Ready To Move,3.0,2.0,100.0,Salunke Vihar,3,1690.0,5917.15976331361
Super built-up  Area,Ready To Move,2.0,1.0,79.0,Salunke Vihar,2,1332.0,5930.930930930931
Super built-up  Area,19-Mar,2.0,1.0,86.12,Salunke Vihar,3,1332.0,6465.465465465465
Super built-up  Area,Ready To Move,3.0,2.0,155.0,Salunke Vihar,3,2113.0,7335.541883577851
Super built-up  Area,Ready To Move,2.0,1.0,63.0,Salunke Vihar,2,975.0,6461.538461538462
Built-up  Area,Ready To Move,1.0,1.0,19.5,Salunke Vihar,1,435.0,4482.758620689655
Super built-up  Area,19-Jul,2.0,1.0,107.0,Salunke Vihar,2,1330.0,8045.112781954887
Super built-up  Area,19-Aug,1.0,1.0,22.5,Salunke Vihar,1,540.0,4166.666666666667
Super built-up  Area,Ready To Move,2.0,1.0,65.0,Salunke Vihar,2,1194.0,5443.886097152429
Super built-up  Area,Ready To Move,2.0,2.0,68.0,Salunke Vihar,2,1056.0,6439.393939393939
Super built-up  Area,Ready To Move,2.0,2.0,104.0,Salunke Vihar,2,1602.0,6491.8851435705365
Super built-up  Area,Ready To Move,3.0,1.0,140.0,Salunke Vihar,3,1864.0,7510.729613733905
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Salunke Vihar,2,914.0,6017.505470459519
Plot  Area,Ready To Move,3.0,3.0,95.0,Salunke Vihar,4,1310.0,7251.908396946565
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Salunke Vihar,2,1200.0,6666.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,107.0,Salunke Vihar,3,1698.0,6301.531213191991
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Salunke Vihar,3,1150.0,5391.304347826087
Super built-up  Area,19-Jun,4.0,2.0,203.0,Salunke Vihar,4,2470.0,8218.623481781377
Plot  Area,Ready To Move,4.0,3.0,425.0,Salunke Vihar,4,5000.0,8500.0
Super built-up  Area,18-Apr,2.0,1.0,64.0,Salunke Vihar,2,1128.0,5673.758865248227
Carpet  Area,Ready To Move,3.0,3.0,90.0,Salunke Vihar,3,1600.0,5625.0
Super built-up  Area,Ready To Move,1.0,0.0,27.375,Salunke Vihar,1,693.0,3950.21645021645
Super built-up  Area,Ready To Move,2.0,2.0,83.0,Salunke Vihar,3,1504.0,5518.617021276596
Super built-up  Area,Ready To Move,3.0,2.0,89.0,Salunke Vihar,3,1499.0,5937.291527685124
Super built-up  Area,Ready To Move,3.0,0.0,120.0,Salunke Vihar,3,1740.0,6896.551724137931
Super built-up  Area,Ready To Move,2.0,1.0,63.0,Salunke Vihar,2,1145.0,5502.183406113537
Super built-up  Area,Ready To Move,4.0,2.0,122.0,Salunke Vihar,3,1935.0,6304.909560723514
Super built-up  Area,Ready To Move,2.0,1.0,120.0,Salunke Vihar,3,1900.0,6315.789473684211
Super built-up  Area,Ready To Move,3.0,3.0,106.0,Salunke Vihar,3,1856.0,5711.206896551724
Built-up  Area,Ready To Move,3.0,3.0,98.0,Salunke Vihar,3,1745.0,5616.045845272206
Super built-up  Area,Ready To Move,2.0,1.0,68.0,Salunke Vihar,2,1100.0,6181.818181818182
Super built-up  Area,Ready To Move,3.0,2.0,130.0,Salunke Vihar,3,1718.0,7566.938300349243
Super built-up  Area,Ready To Move,4.0,2.0,122.0,Salunke Vihar,3,1930.0,6321.243523316062
Super built-up  Area,20-Jan,2.0,1.0,73.87,Salunke Vihar,2,1205.0,6130.290456431535
Built-up  Area,18-Mar,3.0,1.0,148.0,Salunke Vihar,3,2826.0,5237.0842179759375
Super built-up  Area,Ready To Move,4.0,2.0,122.0,Salunke Vihar,3,1852.0,6587.473002159827
Super built-up  Area,18-Aug,2.0,1.0,69.61,Salunke Vihar,2,1232.0,5650.162337662337
Super built-up  Area,Ready To Move,3.0,2.0,115.0,Salunke Vihar,3,1527.0,7531.106745252128
Super built-up  Area,Ready To Move,2.0,1.0,60.0,Salunke Vihar,3,1080.0,5555.555555555556
Built-up  Area,Ready To Move,3.0,1.0,68.0,Salunke Vihar,3,1200.0,5666.666666666667
Plot  Area,Ready To Move,1.0,0.0,45.0,Salunke Vihar,2,800.0,5625.0
Super built-up  Area,Ready To Move,1.0,1.0,33.0,Salunke Vihar,1,720.0,4583.333333333333
Plot  Area,Ready To Move,3.0,3.0,140.0,Salunke Vihar,4,2400.0,5833.333333333333
Super built-up  Area,18-Apr,1.0,1.0,49.0,Salunke Vihar,1,654.0,7492.354740061162
Super built-up  Area,Ready To Move,2.0,1.0,68.0,Salunke Vihar,2,925.0,7351.351351351352
Super built-up  Area,Ready To Move,3.0,2.0,160.0,Salunke Vihar,3,2086.0,7670.182166826462
Super built-up  Area,Ready To Move,3.0,1.0,77.0,Salunke Vihar,3,1508.0,5106.100795755968
Super built-up  Area,Ready To Move,2.0,3.0,40.0,Sasson Road,2,1150.0,3478.2608695652175
Super built-up  Area,18-Apr,2.0,1.0,64.5,Sasson Road,2,1152.0,5598.958333333333
Super built-up  Area,Ready To Move,1.0,1.0,26.0,Sasson Road,2,700.0,3714.285714285714
Super built-up  Area,Ready To Move,2.0,1.0,52.0,Sasson Road,2,1075.0,4837.209302325581
Super built-up  Area,Ready To Move,3.0,0.0,120.0,Sasson Road,3,2450.0,4897.959183673469
Built-up  Area,Ready To Move,2.0,1.0,40.0,Sasson Road,2,950.0,4210.526315789473
Super built-up  Area,Ready To Move,2.0,2.0,58.0,Sasson Road,2,1198.0,4841.402337228715
Built-up  Area,Ready To Move,3.0,3.0,90.0,Sasson Road,3,1799.0,5002.77932184547
Built-up  Area,Ready To Move,2.0,2.0,58.0,Sasson Road,2,1280.0,4531.25
Super built-up  Area,Ready To Move,3.0,1.0,115.0,Sasson Road,3,1920.0,5989.583333333333
Plot  Area,Ready To Move,3.0,1.0,85.0,Sasson Road,3,1200.0,7083.333333333333
Carpet  Area,Ready To Move,3.0,1.0,95.0,Sasson Road,3,1535.0,6188.9250814332245
Super built-up  Area,Ready To Move,2.0,2.0,48.0,Sasson Road,2,1219.0,3937.653814602133
Super built-up  Area,Ready To Move,3.0,1.0,120.0,Sasson Road,3,1476.0,8130.081300813008
Super built-up  Area,19-Oct,1.0,1.0,18.0,Sasson Road,1,530.0,3396.2264150943397
Super built-up  Area,Ready To Move,3.0,2.0,180.0,Sasson Road,3,2200.0,8181.818181818182
Built-up  Area,Ready To Move,2.0,2.0,68.0,Sasson Road,2,1190.0,5714.285714285715
Super built-up  Area,Ready To Move,2.0,1.0,90.0,Sasson Road,3,1075.0,8372.093023255815
Super built-up  Area,Ready To Move,2.0,1.0,49.5,Sasson Road,2,1200.0,4125.0
Super built-up  Area,Ready To Move,2.0,2.0,43.0,Sasson Road,2,1027.0,4186.952288218111
Super built-up  Area,Ready To Move,2.0,2.0,48.0,Sasson Road,2,1050.0,4571.428571428572
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Sasson Road,2,1100.0,6363.636363636364
Built-up  Area,Ready To Move,2.0,1.0,35.0,Sasson Road,2,735.0,4761.9047619047615
Super built-up  Area,Ready To Move,2.0,3.0,49.0,Sasson Road,2,1350.0,3629.6296296296296
Super built-up  Area,Ready To Move,2.0,2.0,79.0,Sasson Road,3,1255.0,6294.820717131474
Carpet  Area,Ready To Move,2.0,1.0,60.0,Sasson Road,2,900.0,6666.666666666667
Super built-up  Area,18-Jul,2.0,1.0,81.0,Sasson Road,2,1205.47,6719.370867794304
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Sasson Road,2,1080.0,5092.592592592592
Built-up  Area,Ready To Move,2.0,2.0,40.0,Sasson Road,2,963.0,4153.686396677051
Built-up  Area,Ready To Move,2.0,1.0,46.0,Sasson Road,2,1100.0,4181.818181818182
Built-up  Area,Ready To Move,4.0,2.0,145.0,Sasson Road,3,1900.0,7631.578947368421
Super built-up  Area,Ready To Move,3.0,3.0,70.0,Sasson Road,3,1436.0,4874.651810584958
Super built-up  Area,Ready To Move,2.0,2.0,82.5,Sasson Road,2,1182.0,6979.6954314720815
Super built-up  Area,Ready To Move,2.0,3.0,39.0,Sasson Road,2,1250.0,3120.0
Super built-up  Area,18-Dec,2.0,1.0,48.0,Sasson Road,2,1200.0,4000.0
Super built-up  Area,Ready To Move,2.0,2.0,48.0,Sasson Road,2,1096.0,4379.56204379562
Super built-up  Area,18-Dec,1.0,1.0,42.41,Sasson Road,1,755.0,5617.218543046358
Super built-up  Area,19-Sep,5.0,1.0,204.0,Sasson Road,4,2882.0,7078.417765440666
Super built-up  Area,Ready To Move,3.0,0.0,120.0,Sasson Road,3,1590.0,7547.169811320755
Plot  Area,Ready To Move,1.0,1.0,75.0,Sasson Road,2,1000.0,7500.0
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Sasson Road,2,1205.0,3319.5020746887967
Super built-up  Area,18-Mar,4.0,0.0,106.0,Sasson Road,4,1974.0,5369.807497467072
Super built-up  Area,Ready To Move,3.0,1.0,100.0,Sasson Road,3,1645.0,6079.0273556231
Super built-up  Area,19-Jun,5.0,3.0,204.0,Sasson Road,4,2790.0,7311.8279569892475
Super built-up  Area,Ready To Move,2.0,2.0,60.0,Sasson Road,2,1130.0,5309.734513274337
Super built-up  Area,Ready To Move,3.0,2.0,135.0,Sasson Road,3,2127.0,6346.967559943582
Plot  Area,Ready To Move,2.0,0.0,75.0,Sasson Road,2,1200.0,6250.0
Built-up  Area,Ready To Move,2.0,1.0,51.5,Sasson Road,2,935.0,5508.0213903743315
Super built-up  Area,Ready To Move,2.0,2.0,116.0,Sasson Road,3,1660.0,6987.951807228916
Built-up  Area,Ready To Move,1.0,1.0,32.0,Sasson Road,1,638.0,5015.673981191223
Super built-up  Area,Ready To Move,2.0,2.0,70.0,Sasson Road,2,1230.0,5691.056910569106
Plot  Area,Ready To Move,4.0,1.0,99.0,Sasson Road,3,1500.0,6600.0
Super built-up  Area,Ready To Move,3.0,2.0,80.0,Sasson Road,3,1631.0,4904.9662783568365
Plot  Area,Ready To Move,2.0,0.0,49.0,Sasson Road,2,900.0,5444.444444444444
Super built-up  Area,Ready To Move,4.0,2.0,240.0,Sasson Road,4,2990.0,8026.755852842809
Super built-up  Area,18-Aug,2.0,2.0,68.0,Sasson Road,2,1283.0,5300.077942322681
Super built-up  Area,19-Jul,2.0,1.0,57.9,Sasson Road,2,1200.0,4825.0
Super built-up  Area,Ready To Move,2.0,1.0,41.59,Sasson Road,2,1040.0,3999.038461538462
Built-up  Area,Ready To Move,1.0,0.0,35.5,Sasson Road,2,850.0,4176.470588235294
Built-up  Area,18-Dec,3.0,2.0,104.0,Sasson Road,3,1991.0,5223.505775991964
Super built-up  Area,Ready To Move,2.0,2.0,70.0,Sasson Road,3,1250.0,5600.0
Super built-up  Area,Ready To Move,2.0,1.0,25.0,Sasson Road,2,656.0,3810.9756097560976
Super built-up  Area,Ready To Move,3.0,2.0,75.0,Sasson Road,3,1450.0,5172.413793103448
Super built-up  Area,Ready To Move,2.0,1.0,29.0,Sasson Road,2,877.0,3306.72748004561
Super built-up  Area,Ready To Move,2.0,1.0,43.5,Sasson Road,2,1050.0,4142.857142857143
Plot  Area,18-Aug,2.0,1.0,42.0,Sasson Road,2,1000.0,4200.0
Super built-up  Area,Ready To Move,2.0,1.0,45.0,Sasson Road,2,1016.0,4429.133858267716
Super built-up  Area,18-May,2.0,2.0,36.84,Sasson Road,2,1040.0,3542.307692307693
Super built-up  Area,18-Dec,2.0,2.0,25.4,Sasson Road,2,849.0,2991.7550058892816
Super built-up  Area,18-Jan,2.0,2.0,55.0,Sasson Road,2,1180.0,4661.016949152542
Super built-up  Area,Ready To Move,2.0,2.0,42.0,Sasson Road,2,1185.0,3544.3037974683543
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Sasson Road,2,1172.0,6399.317406143345
Super built-up  Area,19-Apr,2.0,1.0,28.93,Sasson Road,2,860.0,3363.953488372093
Super built-up  Area,Ready To Move,2.0,2.0,59.9,Sasson Road,2,1190.0,5033.6134453781515
Super built-up  Area,Ready To Move,2.0,1.0,35.0,Sasson Road,2,825.0,4242.424242424242
Super built-up  Area,Ready To Move,3.0,2.0,112.0,Sasson Road,3,1680.0,6666.666666666667
Built-up  Area,Ready To Move,2.0,1.0,70.0,Sasson Road,2,1020.0,6862.745098039216
Super built-up  Area,Ready To Move,2.0,2.0,64.08,Sasson Road,2,1164.0,5505.154639175258
Carpet  Area,20-Dec,1.0,0.0,33.66,Sasson Road,1,458.0,7349.344978165938
Super built-up  Area,Ready To Move,2.0,1.0,55.0,Sasson Road,2,957.0,5747.126436781609
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Sasson Road,3,1850.0,8108.108108108108
Super built-up  Area,20-Dec,2.0,1.0,40.65,Sasson Road,2,1045.0,3889.9521531100477
Super built-up  Area,Ready To Move,3.0,2.0,94.36,Sasson Road,3,1704.0,5537.55868544601
Built-up  Area,Ready To Move,1.0,1.0,15.0,Sasson Road,1,410.0,3658.5365853658536
Built-up  Area,Ready To Move,2.0,1.0,45.0,Sasson Road,2,985.0,4568.527918781726
Built-up  Area,Ready To Move,2.0,1.0,52.5,Sasson Road,2,970.0,5412.371134020618
Super built-up  Area,21-Dec,3.0,2.0,53.0,Sasson Road,3,1100.0,4818.181818181818
Super built-up  Area,Ready To Move,2.0,2.0,43.5,Sasson Road,2,1185.0,3670.8860759493673
Super built-up  Area,18-May,2.0,2.0,44.5,Sasson Road,2,1235.0,3603.2388663967613
Built-up  Area,Ready To Move,7.0,0.0,150.0,Sasson Road,7,3200.0,4687.5
